district,dbn,school_type,school_name,impact,performance
9,09X163,Elementary,P.S. 163 Arthur A. Schomburg,0.55,0.34
9,09X199,Elementary,P.S. 199X - The Shakespeare School,0.45,0.3
9,09X204,Elementary,P.S. 204 Morris Heights,0.66,0.43
9,09X215,Middle,Kappa,0.6,0.52
9,09X218,K-8,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,0.46,0.44
9,09X219,Middle,I.S. 219 New Venture School,0.36,0.19
9,09X227,High School,Bronx Collegiate Academy,0.46,0.25
9,09X229,Middle,I.S. 229 Roland Patterson,0.45,0.21
9,09X230,Elementary,P.S. 230 Dr Roland N. Patterson,0.57,0.3
9,09X231,High School,Eagle Academy for Young Men,0.59,0.41
9,09X231,Middle,Eagle Academy for Young Men,0.37,0.33
9,09X232,Middle,I.S. 232,0.6,0.33
9,09X236,Elementary,P.S. 236 Langston Hughes,0.39,0.25
9,09X241,High School,Urban Assembly School for Applied Math and Science,0.65,0.61
9,09X241,Middle,Urban Assembly School for Applied Math and Science,0.47,0.36
9,09X250,High School,Eximius College Preparatory Academy: A College Boa,0.7,0.53
9,09X252,High School,Mott Hall Bronx High School,0.61,0.48
9,09X260,High School,Bronx Center for Science and Mathematics,0.73,0.74
9,09X263,High School,Validus Preparatory Academy: An Expeditionary Lear,0.51,0.38
9,09X274,Elementary,The New American Academy at Roberto Clemente State,,
9,09X276,High School,Leadership Institute,0.42,0.15
9,09X294,Elementary,The Walton Avenue School,,
9,09X297,High School,Morris Academy for Collaborative Studies,0.55,0.29
9,09X303,Middle,I.S. X303 Leadership & Community Service,0.55,0.34
9,09X311,Elementary,Lucero Elementary School,,
9,09X313,Middle,I.S. 313 School of Leadership Development,0.52,0.24
9,09X323,Middle,Bronx Writing Academy,0.52,0.26
9,09X324,High School,Bronx Early College Academy for Teaching & Learnin,0.68,0.65
9,09X324,Middle,Bronx Early College Academy for Teaching & Learnin,0.39,0.29
9,09X325,Middle,Urban Science Academy,0.37,0.21
9,09X327,High School,Comprehensive Model School Project M.S. 327,0.57,0.54
9,09X327,Middle,Comprehensive Model School Project M.S. 327,0.88,0.62
9,09X328,Middle,New Millennium Business Academy Middle School,0.42,0.22
9,09X329,High School,DreamYard Preparatory School,0.47,0.21
9,09X339,Middle,I.S. 339,0.41,0.23
9,09X350,Middle,New Directions Secondary School,0.46,0.17
9,09X361,Middle,The Highbridge Green School,0.51,0.28
9,09X365,High School,Academy for Language and Technology,0.78,0.68
9,09X403,High School,Bronx International High School,0.58,0.47
9,09X404,High School,School for Excellence,0.67,0.29
9,09X412,High School,Bronx High School of Business,0.43,0.16
9,09X413,High School,Bronx High School for Medical Science,0.52,0.64
9,09X413,Middle,Bronx High School for Medical Science,0.65,0.48
9,09X414,High School,Jonathan Levin High School for Media and Communica,0.24,0.08
9,09X443,Elementary,The Family School,0.43,0.28
9,09X449,Elementary,Grant Avenue Elementary School,0.39,0.22
9,09X454,Middle,Science and Technology Academy: A Mott Hall School,0.82,0.48
9,09X457,Elementary,Sheridan Academy for Young Leaders,0.44,0.26
9,09X505,High School,"Bronx School for Law, Government and Justice",0.52,0.51
9,09X505,Middle,"Bronx School for Law, Government and Justice",0.72,0.58
9,09X517,High School,Frederick Douglass Academy III Secondary School,0.54,0.32
9,09X525,High School,Bronx Leadership Academy High School,0.39,0.23
9,09X543,High School,High School for Violin and Dance,0.49,0.29
9,09X555,Elementary,Mount Eden Children's Academy,,
9,09X564,High School,Claremont International HS,,
9,09X568,Middle,Young Women's Leadership School of the Bronx,0.76,0.62
10,10X003,K-8,P.S. 3 Raul Julia Micro Society,0.56,0.38
10,10X007,Elementary,Milton Fein School,0.55,0.53
10,10X008,Elementary,P.S. 008 Issac Varian,0.69,0.41
10,10X009,Elementary,P.S. 9 Ryer Avenue Elementary School,0.43,0.28
10,10X015,K-8,P.S. X015 Institute for Environmental Learning,0.64,0.49
10,10X020,K-8,"PS/MS 20 P.O.George J. Werdann, III",0.4,0.35
10,10X023,Elementary,P.S. 023 The New Children's School,0.44,0.22
10,10X024,Elementary,P.S. 024 Spuyten Duyvil,0.33,0.67
10,10X032,Elementary,P.S. 032 Belmont,0.5,0.34
10,10X033,Elementary,P.S. 033 Timothy Dwight,0.51,0.28
10,10X037,K-8,P.S. X037 - Multiple Intelligence School,0.53,0.38
10,10X045,Middle,Thomas C. Giordano Middle School 45,0.4,0.32
10,10X046,Elementary,P.S. 046 Edgar Allan Poe,0.41,0.23
10,10X051,Elementary,P.S. 051 Bronx New School,0.31,0.4
10,10X054,Elementary,P.S. / I.S. 54,0.52,0.28
10,10X056,Elementary,P.S. 056 Norwood Heights,0.89,0.59
10,10X059,Elementary,P.S. 059 The Community School of Technology,0.47,0.27
10,10X080,Middle,J.H.S. 080 The Mosholu Parkway,0.42,0.26
10,10X081,Elementary,P.S. 081 Robert J. Christen,0.49,0.66
10,10X085,Elementary,P.S. 085 Great Expectations,0.27,0.16
10,10X086,Elementary,P.S. 086 Kingsbridge Heights,0.73,0.46
10,10X091,Elementary,P.S. 091 Bronx,0.65,0.37
10,10X094,Elementary,P.S. 094 Kings College School,0.35,0.23
10,10X095,K-8,P.S. 095 Sheila Mencher,0.41,0.38
10,10X118,Middle,J.H.S. 118 William W. Niles,0.41,0.46
10,10X141,High School,Riverdale / Kingsbridge Academy (Middle School / H,0.46,0.58
10,10X141,Middle,Riverdale / Kingsbridge Academy (Middle School / H,0.47,0.59
10,10X159,Elementary,P.S. 159 Luis Munoz Marin Biling,0.59,0.35
10,10X205,Elementary,P.S. 205 Fiorello Laguardia,0.47,0.39
10,10X206,Middle,I.S. 206 Ann Mersereau,0.42,0.24
10,10X213,High School,Bronx Engineering and Technology Academy,0.46,0.33
10,10X225,High School,Theatre Arts Production Company School,0.53,0.5
10,10X225,Middle,Theatre Arts Production Company School,0.48,0.44
10,10X226,Elementary,P.S. 226,0.47,0.31
10,10X228,Middle,Jonas Bronck Academy,0.57,0.54
10,10X237,High School,"The Marie Curie School for Medicine, Nursing, and",0.44,0.4
10,10X243,High School,West Bronx Academy for the Future,0.55,0.41
10,10X243,Middle,West Bronx Academy for the Future,0.66,0.4
10,10X244,Middle,The New School for Leadership and Journalism,0.7,0.43
10,10X246,Elementary,P.S. 246 Poe Center,0.41,0.28
10,10X254,Middle,I.S. 254,0.55,0.28
10,10X264,High School,Bronx Academy for Software Engineering (BASE),,
10,10X268,High School,Kingsbridge International High School,0.62,0.35
10,10X279,K-8,"P.S. 279 Captain Manuel Rivera, Jr.",0.49,0.3
10,10X280,K-8,P.S./M.S. 280 Mosholu Parkway,0.61,0.43
10,10X284,High School,Bronx School of Law and Finance,0.52,0.32
10,10X291,Elementary,P.S. 291,0.62,0.41
10,10X306,Elementary,P.S. 306,0.45,0.25
10,10X307,Elementary,Luisa Pineiro Fuentes School of Science and Discov,0.33,0.33
10,10X308,Middle,Bronx Dance Academy School,0.61,0.46
10,10X310,Elementary,P.S. 310 Marble Hill,0.47,0.35
10,10X315,K-8,P.S. 315 Lab School,0.56,0.4
10,10X331,Middle,The Bronx School of Young Leaders,0.47,0.29
10,10X340,Elementary,P.S. 340,0.47,0.35
10,10X342,High School,International School for Liberal Arts,0.33,0.47
10,10X342,Middle,International School for Liberal Arts,0.57,0.33
10,10X344,Elementary,Ampark Neighborhood,0.18,0.54
10,10X351,High School,Bronx Collaborative High School,,
10,10X353,High School,World View High School,,
10,10X360,Elementary,P.S. 360,0.32,0.24
10,10X363,Middle,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,0.56,0.3
10,10X368,High School,In-Tech Academy (M.S. / High School 368),0.41,0.48
10,10X368,Middle,In-Tech Academy (M.S. / High School 368),0.32,0.33
10,10X374,High School,Knowledge and Power Preparatory Academy Internatio,0.71,0.52
10,10X382,Elementary,"Elementary School for Math, Science, and Technolog",0.31,0.29
10,10X386,Elementary,School for Environmental Citizenship,0.24,0.28
10,10X390,Middle,M.S. 390,0.36,0.26
10,10X391,Middle,The Angelo Patri Middle School,0.46,0.21
10,10X396,Elementary,P.S. 396,0.55,0.31
10,10X433,High School,High School for Teaching and the Professions,0.58,0.33
10,10X434,High School,Belmont Preparatory High School,0.61,0.52
10,10X437,High School,Fordham High School for the Arts,0.77,0.64
10,10X438,High School,Fordham Leadership Academy for Business and Techno,0.41,0.22
10,10X439,High School,Bronx High School for Law and Community Service,0.7,0.43
10,10X440,High School,DeWitt Clinton High School,0.29,0.22
10,10X442,High School,"Celia Cruz Bronx High School of Music, The",0.54,0.6
10,10X445,High School,Bronx High School of Science,0.55,0.94
10,10X447,Middle,Creston Academy,0.48,0.32
10,10X459,Middle,East Fordham Academy for the Arts,0.37,0.23
10,10X477,High School,Marble Hill High School for International Studies,0.9,0.73
10,10X524,High School,Crotona International High School,0.18,0.18
10,10X546,High School,Bronx Theatre High School,0.47,0.34
10,10X549,High School,Discovery High School,0.6,0.38
10,10X565,High School,High School for Energy and Technology,,
10,10X660,High School,Grace Dodge Career and Technical Education High Sc,0.29,0.07
10,10X696,High School,High School of American Studies at Lehman College,0.54,0.92
11,11X016,Elementary,P.S. 016 Wakefield,0.35,0.3
11,11X019,K-8,P.S. 019 Judith K. Weiss,0.32,0.51
11,11X021,Elementary,P.S. 021 Philip H. Sheridan,0.39,0.28
11,11X041,Elementary,P.S. 041 Gun Hill Road,0.64,0.38
11,11X068,Elementary,P.S. 068 Bronx,0.38,0.36
11,11X076,Elementary,P.S. 076 The Bennington School,0.35,0.32
11,11X078,Elementary,P.S. 078 Anne Hutchinson,0.26,0.26
11,11X083,K-8,P.S. 083 Donald Hertz,0.45,0.46
11,11X087,Elementary,P.S. 087 Bronx,0.4,0.33
11,11X089,K-8,P.S. 089 Bronx,0.37,0.33
11,11X096,Elementary,P.S. 096 Richard Rodgers,0.54,0.4
11,11X097,Elementary,P.S. 097 Bronx,0.53,0.46
11,11X103,Elementary,P.S. 103 Hector Fontanez,0.46,0.32
11,11X105,Elementary,P.S. 105 Sen Abraham Bernstein,0.45,0.39
11,11X106,Elementary,P.S. 106 Parkchester,0.55,0.47
11,11X108,Elementary,P.S. 108 Philip J. Abinanti,0.49,0.57
11,11X111,Elementary,P.S. 111 Seton Falls,0.34,0.24
11,11X112,Elementary,P.S. 112 Bronxwood,0.34,0.21
11,11X121,Elementary,P.S. 121 Throop,0.31,0.41
11,11X127,Middle,J.H.S. 127 The Castle Hill,0.4,0.47
11,11X142,Middle,MS 142 John Philip Sousa,0.33,0.25
11,11X144,Middle,J.H.S. 144 Michelangelo,0.43,0.31
11,11X153,Elementary,P.S. 153 Helen Keller,0.28,0.58
11,11X160,Elementary,P.S. 160 Walt Disney,0.29,0.3
11,11X169,Elementary,BAYCHESTER ACADEMY,0.55,0.44
11,11X175,K-8,P.S. 175 City Island,0.3,0.6
11,11X178,Elementary,P.S. 178 - Dr. Selman Waksman,0.33,0.42
11,11X180,Middle,M.S. 180 Dr. Daniel Hale Williams,0.41,0.56
11,11X181,Middle,I.S. 181 Pablo Casals,0.53,0.51
11,11X189,Elementary,Cornerstone Academy for Social Action,0.54,0.38
11,11X194,K-8,PS/MS 194,0.49,0.45
11,11X249,High School,Bronx Health Sciences High School,0.65,0.63
11,11X253,High School,Bronx High School for Writing and Communication Ar,0.37,0.22
11,11X265,High School,Bronx Lab School,0.47,0.39
11,11X270,High School,Academy for Scholarship and Entrepreneurship: A Co,0.65,0.43
11,11X272,Middle,Globe School for Environmental Research,0.41,0.22
11,11X275,High School,High School of Computers and Technology,0.69,0.48
11,11X287,Middle,The Forward School,0.25,0.21
11,11X288,High School,Collegiate Institute for Math and Science,0.57,0.64
11,11X289,Middle,The Young Scholars Academy of The Bronx,0.35,0.24
11,11X290,High School,Bronx Academy of Health Careers,0.68,0.42
11,11X299,High School,Astor Collegiate Academy,0.39,0.39
11,11X326,Middle,Bronx Green Middle School,0.48,0.34
11,11X355,Middle,Bronx Alliance Middle School,0.42,0.23
11,11X370,Middle,School of Diplomacy,0.45,0.22
11,11X418,High School,Bronx High School for the Visual Arts,0.38,0.27
11,11X455,High School,Harry S Truman High School,0.56,0.31
11,11X462,Middle,Cornerstone Academy for Social Action Middle Schoo,0.57,0.41
11,11X468,Middle,Pelham Academy of Academics and Community Engageme,0.41,0.38
11,11X498,K-8,PS/MS 11X498 - VAN NEST ACADEMY,0.51,0.46
11,11X508,High School,Bronxdale High School,0.43,0.4
11,11X509,High School,High School of Language and Innovation,0.6,0.49
11,11X513,High School,New World High School,0.76,0.6
11,11X514,High School,The Bronxwood Preparatory Academy,0.52,0.3
11,11X529,Middle,One World Middle School at Edenwald,0.52,0.34
11,11X532,Middle,Baychester Middle School,0.58,0.35
11,11X542,High School,Pelham Preparatory Academy,0.64,0.64
11,11X544,High School,High School for Contemporary Arts,0.51,0.29
11,11X545,High School,Bronx Aerospace High School,0.59,0.33
11,11X556,Middle,Bronx Park Middle School,0.25,0.26
11,11X566,Middle,Pelham Gardens Middle School,0.4,0.3
12,12X006,Elementary,P.S. 006 West Farms,0.44,0.25
12,12X044,Elementary,P.S. 044 David C. Farragut,0.42,0.28
12,12X047,Elementary,P.S. 047 John Randolph,0.32,0.29
12,12X050,Elementary,P.S. 050 Clara Barton,0.47,0.24
12,12X057,Elementary,P.S. 057 Crescent,0.54,0.29
12,12X061,Elementary,P.S. 061 Francisco Oller,0.44,0.3
12,12X066,Elementary,P.S. 066 School of Higher Expectations,0.33,0.25
12,12X067,Elementary,P.S. 067 Mohegan School,0.42,0.27
12,12X092,Elementary,P.S. 092 Bronx,0.3,0.15
12,12X098,Middle,J.H.S. 098 Herman Ridder,0.43,0.22
12,12X129,Middle,M.S. 129 Academy for Independent Learning and Lead,0.61,0.29
12,12X134,Elementary,P.S. 134 George F. Bristow,0.48,0.31
12,12X150,Elementary,P.S. 150 Charles James Fox,0.39,0.26
12,12X190,Middle,E.S.M.T- I.S. 190,0.45,0.39
12,12X195,Elementary,P.S. 195,0.38,0.2
12,12X196,Elementary,P.S. 196,0.36,0.3
12,12X211,K-8,P.S. 211,0.6,0.3
12,12X212,K-8,P.S. 212,0.48,0.26
12,12X214,K-8,P.S. 214,0.39,0.33
12,12X217,Middle,School of Performing Arts,0.38,0.21
12,12X242,High School,Mott Hall V,0.77,0.6
12,12X242,Middle,Mott Hall V,0.47,0.35
12,12X248,High School,"Metropolitan High School, The",0.6,0.32
12,12X251,High School,Explorations Academy,0.57,0.31
12,12X267,High School,Bronx Latin,0.79,0.56
12,12X267,Middle,Bronx Latin,0.59,0.4
12,12X271,High School,East Bronx Academy for the Future,0.64,0.35
12,12X271,Middle,East Bronx Academy for the Future,0.51,0.3
12,12X273,Middle,Frederick Douglass Academy V. Middle School,0.41,0.27
12,12X278,High School,Peace and Diversity Academy,0.43,0.13
12,12X286,Middle,Fannie Lou Hamer Middle School,0.39,0.26
12,12X300,Elementary,The School of Science and Applied Learning,0.33,0.24
12,12X314,Elementary,Fairmont Neighborhood School,,
12,12X316,Middle,Kappa III,0.6,0.43
12,12X318,Middle,"I.S. X318 Math, Science & Technology Through Arts",0.44,0.28
12,12X341,Middle,Accion Academy,0.53,0.26
12,12X372,High School,Urban Assembly School for Wildlife Conservation,0.44,0.37
12,12X372,Middle,Urban Assembly School for Wildlife Conservation,0.51,0.33
12,12X383,Middle,Emolior Academy,0.56,0.29
12,12X384,Middle,Entrada Academy,0.44,0.3
12,12X388,High School,Pan American International High School at Monroe,0.88,0.59
12,12X463,Elementary,Urban Scholars Community School,0.52,0.23
12,12X478,High School,THE CINEMA SCHOOL,0.59,0.71
12,12X479,High School,Bronx Career and College Preparatory High School,0.43,0.22
12,12X511,High School,Bronx Envision Academy,0.41,0.27
12,12X521,High School,The Metropolitan Soundview High School,0.58,0.35
12,12X531,Elementary,Archer Elementary School,0.43,0.22
12,12X536,Elementary,PS 536,0.49,0.33
12,12X550,High School,High School of World Cultures,0.53,0.29
12,12X682,High School,Fannie Lou Hamer Freedom High School,0.74,0.42
12,12X684,High School,Wings Academy,0.44,0.27
12,12X691,Elementary,Bronx Little School,0.41,0.31
12,12X692,High School,Monroe Academy for Visual Arts & Design,0.46,0.22
13,13K003,Elementary,P.S. 003 The Bedford Village,0.39,0.38
13,13K008,K-8,P.S. 008 Robert Fulton,0.53,0.81
13,13K009,Elementary,P.S. 009 Teunis G. Bergen,0.29,0.49
13,13K011,Elementary,P.S. 011 Purvis J. Behan,0.6,0.68
13,13K020,Elementary,P.S. 020 Clinton Hill,0.51,0.39
13,13K044,Elementary,P.S. 044 Marcus Garvey,0.42,0.31
13,13K046,Elementary,P.S. 046 Edward C. Blum,0.47,0.26
13,13K054,Elementary,P.S. 054 Samuel C. Barnes,0.26,0.19
13,13K056,Elementary,P.S. 056 Lewis H. Latimer,0.64,0.47
13,13K067,Elementary,P.S. 067 Charles A. Dorsey,0.45,0.2
13,13K093,Elementary,P.S. 093 William H. Prescott,0.45,0.32
13,13K113,Middle,M.S. 113 Ronald Edmonds Learning Center,0.35,0.32
13,13K133,Elementary,P.S. 133 William A. Butler,0.26,0.37
13,13K256,Elementary,P.S. 256 Benjamin Banneker,0.6,0.38
13,13K265,High School,Dr. Susan S. McKinney Secondary School of the Arts,0.26,0.29
13,13K265,Middle,Dr. Susan S. McKinney Secondary School of the Arts,0.39,0.25
13,13K266,Middle,M.S. K266 - Park Place Community Middle School,0.24,0.27
13,13K270,Elementary,P.S. 270 Johann DeKalb,0.56,0.28
13,13K282,K-8,P.S. 282 Park Slope,0.35,0.38
13,13K287,Elementary,P.S. 287 Bailey K. Ashford,0.35,0.19
13,13K301,Middle,Satellite East Middle School,0.48,0.23
13,13K305,Elementary,P.S. 305 Dr. Peter Ray,0.27,0.17
13,13K307,Elementary,P.S. 307 Daniel Hale Williams,0.39,0.25
13,13K313,Middle,Satellite West Middle School,0.45,0.29
13,13K350,High School,Urban Assembly High School of Music and Art,0.31,0.24
13,13K351,Middle,The Urban Assembly Unison School,0.19,0.26
13,13K412,High School,"Brooklyn Community High School of Communication, A",0.56,0.39
13,13K419,High School,"Science Skills Center High School for Science, Tec",0.41,0.46
13,13K430,High School,Brooklyn Technical High School,0.5,0.91
13,13K439,High School,Brooklyn International High School,0.84,0.69
13,13K483,High School,The Urban Assembly School for Law and Justice,0.67,0.71
13,13K492,K-8,Academy of Arts and Letters,0.23,0.54
13,13K499,High School,ACORN Community High School,0.59,0.33
13,13K527,High School,Urban Assembly Institute of Math and Science for Y,0.59,0.62
13,13K527,Middle,Urban Assembly Institute of Math and Science for Y,0.24,0.35
13,13K595,High School,Bedford Academy High School,0.61,0.78
13,13K596,Middle,MS 596 Peace Academy,0.44,0.19
13,13K605,High School,George Westinghouse Career and Technical Education,0.3,0.36
13,13K670,High School,Benjamin Banneker Academy,0.35,0.7
13,13K674,High School,"City Polytechnic High School of Engineering, Archi",0.7,0.67
13,13K691,Middle,Fort Greene Preparatory Academy,0.2,0.31
14,14K016,Elementary,P.S. 016 Leonard Dunkly,0.46,0.29
14,14K017,Elementary,P.S. 017 Henry D. Woodworth,0.62,0.42
14,14K018,Elementary,P.S. 018 Edward Bush,0.39,0.29
14,14K019,Elementary,P.S. 019 Roberto Clemente,0.38,0.17
14,14K023,Elementary,P.S. 023 Carter G. Woodson,0.43,0.27
14,14K031,Elementary,P.S. 031 Samuel F. Dupont,0.94,0.86
14,14K034,Elementary,P.S. 034 Oliver H. Perry,0.49,0.75
14,14K050,Middle,J.H.S. 050 John D. Wells,0.54,0.25
14,14K059,Elementary,P.S. 059 William Floyd,0.52,0.27
14,14K071,High School,Juan Morel Campos Secondary School,0.39,0.21
14,14K071,Middle,Juan Morel Campos Secondary School,0.37,0.21
14,14K084,Elementary,P.S. 084 Jose De Diego,0.34,0.38
14,14K110,Elementary,P.S. 110 The Monitor,0.16,0.49
14,14K120,Elementary,P.S. 120 Carlos Tapia,0.63,0.36
14,14K126,Middle,John Ericsson Middle School 126,0.31,0.28
14,14K132,Elementary,P.S. 132 The Conselyea School,0.62,0.75
14,14K147,Elementary,P.S. 147 Isaac Remsen,0.45,0.32
14,14K157,K-8,P.S./I.S. 157 The Benjamin Franklin Health & Scien,0.37,0.25
14,14K196,Elementary,P.S. 196 Ten Eyck,0.56,0.41
14,14K250,Elementary,P.S. 250 George H. Lindsay,0.22,0.39
14,14K257,Elementary,P.S. 257 John F. Hylan,0.86,0.53
14,14K297,Elementary,P.S. 297 Abraham Stockton,0.37,0.29
14,14K318,Middle,I.S. 318 Eugenio Maria De Hostos,0.29,0.51
14,14K322,High School,Foundations Academy,0.2,0.03
14,14K330,Middle,The School for the Urban Environment,0.47,0.19
14,14K380,Elementary,P.S. 380 John Wayne Elementary,0.61,0.5
14,14K414,Elementary,Brooklyn Arbor Elementary School,0.53,0.34
14,14K449,High School,"Brooklyn Latin School, The",0.48,0.88
14,14K454,High School,Green School: An Academy for Environmental Careers,0.5,0.26
14,14K474,High School,PROGRESS High School for Professional Careers,0.49,0.34
14,14K477,High School,School for Legal Studies,0.3,0.17
14,14K478,High School,"The High School for Enterprise, Business and Techn",0.64,0.53
14,14K488,High School,Brooklyn Preparatory High School,0.5,0.51
14,14K558,High School,Williamsburg High School for Architecture and Desi,0.82,0.69
14,14K561,High School,Williamsburg Preparatory School,0.72,0.71
14,14K577,Middle,Conselyea Preparatory School,0.37,0.59
14,14K582,Middle,M.S. 582,0.53,0.32
14,14K586,High School,Lyons Community School,0.55,0.35
14,14K586,Middle,Lyons Community School,0.31,0.21
14,14K610,High School,Automotive High School,0.35,0.18
14,14K614,High School,Young Women's Leadership School of Brooklyn,0.65,0.69
14,14K614,Middle,Young Women's Leadership School of Brooklyn,0.55,0.43
14,14K632,High School,Frances Perkins Academy,0.75,0.38
14,14K685,High School,El Puente Academy for Peace and Justice,0.73,0.49
15,15K001,Elementary,P.S. 001 The Bergen,0.5,0.4
15,15K010,Elementary,"Magnet School of Math, Science and Design Technolo",0.6,0.76
15,15K015,Elementary,P.S. 015 Patrick F. Daly,0.61,0.39
15,15K024,Elementary,P.S. 024,0.31,0.29
15,15K029,Elementary,P.S. 029 John M. Harrigan,0.54,0.95
15,15K032,Elementary,P.S. 032 Samuel Mills Sprole,0.69,0.6
15,15K038,Elementary,P.S. 038 The Pacific,0.56,0.43
15,15K039,Elementary,P.S. 039 Henry Bristow,0.72,0.92
15,15K051,Middle,M.S. 51 William Alexander,0.68,0.91
15,15K058,Elementary,P.S. 058 The Carroll,0.46,0.91
15,15K088,Middle,J.H.S. 088 Peter Rouget,0.59,0.48
15,15K094,Elementary,P.S. 094 The Henry Longfellow,0.23,0.4
15,15K107,Elementary,P.S. 107 John W. Kimball,0.58,0.96
15,15K124,Elementary,P.S. 124 Silas B. Dutcher,0.45,0.44
15,15K130,Elementary,P.S. 130 The Parkside,0.39,0.56
15,15K131,Elementary,P.S. 131 Brooklyn,0.72,0.54
15,15K136,Middle,I.S. 136 Charles O. Dewey,0.48,0.29
15,15K146,Elementary,P.S. 146,0.8,0.78
15,15K154,Elementary,The Windsor Terrace School,0.5,0.84
15,15K169,Elementary,P.S. 169 Sunset Park,0.65,0.53
15,15K172,Elementary,P.S. 172 Beacon School of Excellence,0.94,0.96
15,15K230,Elementary,P.S. 230 Doris L. Cohen,0.7,0.54
15,15K261,Elementary,P.S. 261 Philip Livingston,0.74,0.69
15,15K295,Elementary,P.S. 295,0.74,0.58
15,15K321,Elementary,P.S. 321 William Penn,0.61,0.96
15,15K418,Elementary,The Children's School,,
15,15K429,High School,Brooklyn School for Global Studies,0.5,0.35
15,15K429,Middle,Brooklyn School for Global Studies,0.45,0.24
15,15K442,Middle,M.S. 442 Carroll Gardens School for Innovation,0.45,0.3
15,15K443,Middle,New Voices School of Academic & Creative Arts,0.76,0.75
15,15K447,Middle,The Math & Science Exploratory School,0.71,0.91
15,15K448,High School,Brooklyn Secondary School for Collaborative Studie,0.73,0.62
15,15K448,Middle,Brooklyn Secondary School for Collaborative Studie,0.5,0.33
15,15K462,High School,Secondary School for Law,0.54,0.55
15,15K463,High School,Secondary School for Journalism,0.46,0.36
15,15K464,High School,Park Slope Collegiate,0.46,0.44
15,15K464,Middle,Park Slope Collegiate,0.39,0.37
15,15K497,High School,School for International Studies,0.27,0.37
15,15K497,Middle,School for International Studies,0.15,0.22
15,15K519,High School,Cobble Hill School of American Studies,0.69,0.44
15,15K592,High School,Khalil Gibran International Academy,0.56,0.32
15,15K656,High School,Brooklyn High School of the Arts,0.41,0.62
15,15K667,High School,Sunset Park High School,0.57,0.47
15,15K676,Elementary,Red Hook Neighborhood School,0.43,0.29
15,15K684,High School,Millennium Brooklyn HS,0.55,0.85
15,15K821,Middle,Sunset Park Prep,0.76,0.62
16,16K005,Elementary,P.S. 005 Dr. Ronald Mcnair,0.38,0.22
16,16K021,Elementary,P.S. 021 Crispus Attucks,0.48,0.4
16,16K025,Elementary,P.S. 025 Eubie Blake School,0.58,0.3
16,16K026,Elementary,P.S. 026 Jesse Owens,0.6,0.35
16,16K028,Elementary,P.S. 028 The Warren Prep Academy,0.33,0.21
16,16K035,Middle,M.S. 035 Stephen Decatur,0.59,0.36
16,16K040,Elementary,P.S. 040 George W. Carver,0.48,0.25
16,16K057,Middle,J.H.S. 057 Whitelaw Reid,0.53,0.31
16,16K081,Elementary,P.S. 081 Thaddeus Stevens,0.56,0.33
16,16K243,Elementary,P.S. 243K- The Weeksville School,0.51,0.32
16,16K262,K-8,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,0.63,0.46
16,16K267,Middle,"M.S. 267 Math, Science & Technology",0.71,0.35
16,16K308,K-8,P.S. 308 Clara Cardwell,0.46,0.28
16,16K309,Elementary,P.S. 309 The George E. Wibecan Preparatory Academy,0.45,0.26
16,16K335,Elementary,P.S. 335 Granville T. Woods,0.66,0.32
16,16K385,Middle,"School of Business, Finance and Entrepreneurship",0.41,0.24
16,16K393,High School,Frederick Douglass Academy IV Secondary School,0.61,0.34
16,16K455,High School,Boys and Girls High School,0.39,0.17
16,16K498,High School,Brooklyn High School for Law and Technology,0.52,0.43
16,16K534,Middle,Upper School @ P.S. 25,0.48,0.24
16,16K584,Middle,M.S. 584,0.35,0.19
16,16K594,High School,Gotham Professional Arts Academy,0.58,0.35
16,16K627,Elementary,Brighter Choice Community School,0.58,0.5
16,16K628,Elementary,Brooklyn Brownstone School,0.62,0.56
16,16K636,Elementary,Young Scholars' Academy for Discovery and Explorat,0.33,0.31
16,16K681,Middle,Madiba Prep Middle School,0.28,0.27
16,16K688,High School,The Brooklyn Academy of Global Finance,0.68,0.35
16,16K765,High School,Nelson Mandela High School,,
17,17K002,Middle,Parkside Preparatory Academy,0.53,0.42
17,17K006,Elementary,P.S. 006,0.58,0.35
17,17K012,Elementary,Dr. Jacqueline Peek-Davis School,0.49,0.28
17,17K061,Middle,M.S. 061 Dr. Gladstone H. Atwell,0.36,0.39
17,17K091,Elementary,P.S. 091 The Albany Avenue School,0.47,0.25
17,17K092,Elementary,P.S. 092 Adrian Hegeman,0.27,0.26
17,17K122,High School,Pathways in Technology Early College High School (,0.42,0.5
17,17K138,K-8,P.S. 138 Brooklyn,0.5,0.43
17,17K161,Elementary,P.S. 161 The Crown,0.25,0.42
17,17K167,Elementary,P.S. 167 The Parkway,0.55,0.29
17,17K181,K-8,P.S. 181 Brooklyn,0.25,0.29
17,17K189,K-8,P.S. 189 The Bilingual Center,0.7,0.57
17,17K191,Elementary,P.S. 191 Paul Robeson,0.66,0.34
17,17K221,Elementary,P.S. 221 Toussaint L'Ouverture,0.57,0.37
17,17K241,Elementary,P.S. 241 Emma L. Johnston,0.47,0.55
17,17K246,Middle,M.S. 246 Walt Whitman,0.52,0.28
17,17K249,Elementary,P.S. 249 The Caton,0.71,0.66
17,17K289,Elementary,P.S. 289 George V. Brower,0.76,0.4
